channel_id,name,handle,agency,discovery_source,first_discovered_at,candidate_status,already_in_frozen_cohort,evidence_strength
UCmWdh_wjFaSdX7sZUWGNuDQ,Fallyn『VTG』,@fallyn_vtg,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.282692+00:00,active,False,HIGH_CONFIDENCE
UCnfKwU2JKvFnZzjQGmzM2Kw,KhaiTun Ch.,@khaitunch.2617,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.282714+00:00,unknown,False,MEDIUM_CONFIDENCE
UCn7M5AjjaC3Ajftlx9GMVLg,FAUST The Corelector,@faust_sinbiosis,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.282744+00:00,hiatus,False,MEDIUM_CONFIDENCE
UCoWrleC-JaPnJLGU87F8OxQ,RIYA【璃夜】,@riyavtuberth,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.282810+00:00,active,False,MEDIUM_CONFIDENCE
UCot8DHNnZ2X0ARgaNYZopjw,Debirun Ch. Pixela-World-End,@debirunworldend,Pixela Project,Thai VTuber Ranking,2026-09-06T15:07:31.282910+00:00,active,False,HIGH_CONFIDENCE
UCoBGfXR9OWCgLbsm01o55ZA,N4NAMi,@1tsn4nami,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.282942+00:00,active,False,HIGH_CONFIDENCE
UCmrnmSL4OHsw_i0a5d2RUpg,Atsuko Meron【SRV】,@atsukomeron_srv,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283013+00:00,active,False,HIGH_CONFIDENCE
UCneBNeVOlRm-gHbSrqC9DYg,Timers TH,@timers_th,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283034+00:00,active,False,MEDIUM_CONFIDENCE
UCmo490psosEoBDv_hNHmmng,Lynze,@lynze_vvn,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283059+00:00,active,False,MEDIUM_CONFIDENCE
UCmi6wrDDb_2qXsMK4nyLgjA,Collie rinitta,@collierinitta,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283075+00:00,active,False,MEDIUM_CONFIDENCE
UCoWVH0zHK4XpY8oqEWZ1Thw,Salvia Ch.,@salviavtuber,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283103+00:00,active,False,MEDIUM_CONFIDENCE
UCmmq-jL8gjo_J-KHYIXcLMQ,【123DP】 Ting Ting ch.,@123dp.ch.,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283143+00:00,hiatus,False,HIGH_CONFIDENCE
UCmn9plmPAP1BsFyLe-Ji13g,Micaela Michelle Ch.,@micaelamichelleofficial,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283164+00:00,active,False,MEDIUM_CONFIDENCE
UCoTx4fCYIuOBrdK_rWGjqbA,Lana 89 ll Loveland Project,@lanaaa89,Loveland Project,Thai VTuber Ranking,2026-09-06T15:07:31.283186+00:00,hiatus,False,MEDIUM_CONFIDENCE
UCopYEIEfBeNiGMuDACD61xA,Ay1inND,@aylinnd22,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283206+00:00,active,False,HIGH_CONFIDENCE
UCnvBsJQ0TztZ4Mq7qDaL_FA,Xaniel Ch. Flora Project,@xaniel_vt,Flora Project,Thai VTuber Ranking,2026-09-06T15:07:31.283230+00:00,unknown,True,HIGH_CONFIDENCE
UCongbtOF4PDmJ-HOXx0jSIQ,MyxNyx I VtuberTH,@myxnyxx,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283269+00:00,active,False,HIGH_CONFIDENCE
UCni4SBfvmKlD7bu_ZWDmKiQ,CoolRin CH,@coolrinch,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283287+00:00,hiatus,True,MEDIUM_CONFIDENCE
UCoR4fWv6I7yN9uVgSO1hc1w,KZYU ReI『LIP』,@kzyureich8670,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283311+00:00,active,False,MEDIUM_CONFIDENCE
UCmuDlfckZosXYzs1B6Fyuyg,Alteria Channel,@alteriastareater,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283346+00:00,active,False,MEDIUM_CONFIDENCE
UCoyNRGf27kjzfmJiuXNLwrQ,Dayeon,@dayeon,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283366+00:00,active,False,MEDIUM_CONFIDENCE
UCompe4fS2oUss8CGTuhOSxA,Gibpuri Ch,@gibpurich,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283445+00:00,active,True,HIGH_CONFIDENCE
UCoVDjNrJWdIZ65qITyrseng,MonJi,@monji_ultimate,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283463+00:00,active,False,MEDIUM_CONFIDENCE
UCnJIpwyhPbMxAw2qdaQ8a2g,Kashina CH. ,@kashina_official,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283486+00:00,hiatus,False,HIGH_CONFIDENCE
UCnmykXkj5SVMQf75oyp7Lkg,Melody Sparkle【PajamaJa】,@melodypj21,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283519+00:00,active,False,MEDIUM_CONFIDENCE
UCo6cNRSdO6tsZ4IW-aMmsZg,YueQin Vtuber 『Berlina•ECR』,@yueqinvtuber,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283609+00:00,active,False,HIGH_CONFIDENCE
UCn7S0uvqI3_5NYli07qxZCA,Alya Vestiny,@alyavestiny,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283627+00:00,hiatus,False,MEDIUM_CONFIDENCE
UCmrINu03JIZLU04794Ril2w,C1EL ,@c1el_thecat,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283658+00:00,active,False,HIGH_CONFIDENCE
UCmfo9Rqc55Hpb5x_Cu2FrFw,Scentharmony,@scentharmony,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283678+00:00,active,False,HIGH_CONFIDENCE
UCmeYkTj7_pBYgWSJmM_eJPQ,Akimoto Yuna Ch.,@akimotoyuna,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283708+00:00,active,False,HIGH_CONFIDENCE
UCmrTXPnIhAm-hosYsZ8rAHg,Yukito Hoshitoki Ch. / AStars Chrono prince,@yukitohoshitoki_as,AStars Production,Thai VTuber Ranking; Virtual YouTuber Fandom Wiki,2026-09-06T15:07:31.283727+00:00,active,False,MEDIUM_CONFIDENCE
UCn1sslufP5oBkTGkIqL72ZQ,ลินน่าจะร้อง | Lynna Vsinger,@lynna_vtuber,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283753+00:00,active,False,MEDIUM_CONFIDENCE
UCn9yL4ihVNU-IxPRmpXDivg,Acintunz,@acintunz,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283795+00:00,active,False,MEDIUM_CONFIDENCE
UCnE5l4nDqoRA84HT5ZRXbig,Cylowless,@cylowless,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283822+00:00,active,False,MEDIUM_CONFIDENCE
UCn3Svapu91rgZVUsBajKTuA,khunCHANII,@khunchanii,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283844+00:00,active,False,MEDIUM_CONFIDENCE
UCp3WxJ4-xF8C9vJfvFs4ioQ,Silver VTH,@silvervth153,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283884+00:00,active,False,HIGH_CONFIDENCE
UCoekpBaMC20hpELSXrqRTzg,Fury.D [FRG],@furydfrigid,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283929+00:00,active,False,HIGH_CONFIDENCE
UCmnSx_jWSZKAlYUtutvY3dQ,Muendria_SLR,@muendria_slr,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283963+00:00,active,False,MEDIUM_CONFIDENCE
UCnPvPjGOanX6I3aqPNNJ-PA,Archbas Ch.,@archbas_slt,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.283984+00:00,active,False,MEDIUM_CONFIDENCE
UCoiKcLNgt7N9KIoBL-fx2YA,Alparu Vtuber ch.,@alparuvtuberch,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284019+00:00,active,False,HIGH_CONFIDENCE
UCoVpEObbNlG_AVSz-K8yYTg,koshumu,@koshumu,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284035+00:00,active,False,MEDIUM_CONFIDENCE
UCoOMJUZ5plQtVQDYbicD3dw,Mortifer Bathory Ch.,@mortiferbathorych,Independent,Thai VTuber Ranking; Virtual YouTuber Fandom Wiki,2026-09-06T15:07:31.284062+00:00,hiatus,False,MEDIUM_CONFIDENCE
UCoc4ArTO-yJUzpqufus_Pdg,Kokori 《 OTL 》,@kokori_otl,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284101+00:00,active,False,HIGH_CONFIDENCE
UCmiO2DRc4e80eWfElzQfWyA,SORASAMA,@sorasamavtuber,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284151+00:00,active,False,MEDIUM_CONFIDENCE
UCmg0gZHGn-zuq1JnYPB_EjQ,TEENIE | WISLIVE,@teenie-wis,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284174+00:00,hiatus,True,HIGH_CONFIDENCE
UCnOY70F34J77m2YzkW7B5qw,Hamiko Channel,@hamikochannel,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284233+00:00,active,False,MEDIUM_CONFIDENCE
UCDki34ncCre0xPgf1JCkqCA,Shogo ⌜VZ⌟,@shogoch,Virtual Zeven (VZ),Thai VTuber Ranking; Virtual YouTuber Fandom Wiki,2026-09-06T15:07:31.284260+00:00,active,False,HIGH_CONFIDENCE
UCEI_LsIHnvFh0dN8KmVy7hg,Winter Apatite Ch.,@winterapatitech,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284282+00:00,hiatus,False,HIGH_CONFIDENCE
UCDb3FYf93LJEcswNeZ05uag,Kampaiii 《Vtuber》,@kampaiii_vtuber,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284307+00:00,active,False,HIGH_CONFIDENCE
UCEuU0EQj7eWL2-vf5hGFwXg,Narin  Vtuber TH,@narinvtuberth,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284353+00:00,active,False,HIGH_CONFIDENCE
UCEjF-FvkrvMhQ7b6KT5UCAw,Azar《 OTL 》,@azar_otl,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284388+00:00,active,False,HIGH_CONFIDENCE
UCDmlKuJkE2tIR-Q8bSWPvDw,HEXO Ch. / QURSE,@hexovibeent,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284404+00:00,active,False,MEDIUM_CONFIDENCE
UCFcV8AGufMRT7is-GX1Y9gQ,Puinoon プイヌン,@puinoondesu,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284424+00:00,hiatus,False,MEDIUM_CONFIDENCE
UCFLR42m7vGHPi3wSROWaepA,GoMu no Ch.,@gomu_channel,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284453+00:00,active,False,HIGH_CONFIDENCE
UCDgD6lN0SQJTfiy0y-7oFzw,the wanderer is not here anymore.,@ttangierch,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284471+00:00,active,False,MEDIUM_CONFIDENCE
UCDx_VxFnDh_yxtff1akPpvg,Keelin Peryton『VW』,@keelinperytonch,Independent,Thai VTuber Ranking; Virtual YouTuber Fandom Wiki,2026-09-06T15:07:31.284525+00:00,active,False,HIGH_CONFIDENCE
UCF_-M79ivR0lBcxI4VcYiWg,Lilia,@masurulilia,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284545+00:00,hiatus,False,MEDIUM_CONFIDENCE
UCEpxkPOevg0ItmSknvEcngg,Tamto Ch.,@tamto,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284570+00:00,active,False,HIGH_CONFIDENCE
UCDrFZpqKkgV27Q1NcYYYU2w,Kiyomi Ch.,@kiyomi_no_hikarijinja,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284646+00:00,hiatus,False,HIGH_CONFIDENCE
UCDgEY3e3hNge2XzFhFuYPYw,Maemi Nippy ⨳ECR⨳,@maeminippych,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284667+00:00,active,False,MEDIUM_CONFIDENCE
UCF81ZEcn0aKct7TJPZVINAw,BoonLan『VTG』,@boonlan_vtg,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284703+00:00,active,False,HIGH_CONFIDENCE
UCDwExMfrKLpB6j0vDUW-0WA,Minarin Sárkányszél Ch.,@minarinsarkany,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284729+00:00,active,False,MEDIUM_CONFIDENCE
UCEMqL-RYgeAEhTMUJeHfkaw,Toru Kumaトルくま,@torukuma,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284773+00:00,active,True,HIGH_CONFIDENCE
UCFRCQhHa_MUmmRaGUJVN8zA,Zenovaz Ch.,@zenovazch,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284791+00:00,active,False,MEDIUM_CONFIDENCE
UCDzIAHQJv3O2IN0u26bHlaw,Yukai Myoujou《 SSR 》,@yukaimyoujou_ssr,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284854+00:00,active,False,HIGH_CONFIDENCE
UCDiyOEC0TGng4cudBJbMyWg,Celeste Ch.,@celestevtuber,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284898+00:00,active,False,HIGH_CONFIDENCE
UCFBj6s8uT6nphkbV7UMVGsQ,CHUKOLIANG ch. 【FIXIX VT】,@chukoliangch.fixixvt,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284921+00:00,active,False,HIGH_CONFIDENCE
UCEk6QSUJhVf56A_VznMpKpg,PeachiView,@peachiview249,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284969+00:00,hiatus,True,HIGH_CONFIDENCE
UCDuv12N1-maTw7eemVA2hgQ,カエン KAEN Ch.,@kaen_official,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.284995+00:00,active,False,HIGH_CONFIDENCE
UCFXP-2Bob2gW8rlEffW1hgA,Halon Hashi Ch.,@halonhashi,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285037+00:00,hiatus,False,HIGH_CONFIDENCE
UCEcSxWcQiyfpx7mRAdb_emg,Henry,@mynamehenry,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285070+00:00,active,False,HIGH_CONFIDENCE
UCDdYlO59uiphs8QUL7I88Rg,Kaneaki Arina Ch.,@kaneaki_arina,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285113+00:00,active,False,HIGH_CONFIDENCE
UCFB-5_h8i1373WvI7ElG2FA,VLazy,@vlazy2727,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285129+00:00,hiatus,False,MEDIUM_CONFIDENCE
UCFN4mdxw4ss6DMB6ZYPXPuw,Nora,@amamiyanora,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285156+00:00,active,False,HIGH_CONFIDENCE
UCFKBoyzpTZdu20o-O5XUf8g,Minwa.39,@minwa39,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285177+00:00,hiatus,False,HIGH_CONFIDENCE
UCDwGQS9PGoUV-yMRsQ5pBxw,Vi : Lieszen,@vi_lieszen,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285220+00:00,active,False,HIGH_CONFIDENCE
UCE010cVAgWFD24wIJ95sDKw,Fumi Hausu,@fumihausu,Independent,Thai VTuber Ranking; Virtual YouTuber Fandom Wiki,2026-09-06T15:07:31.285250+00:00,active,True,HIGH_CONFIDENCE
UCEAweQRj86ga-ymLA_L50BA,ToHu kheow Ch.,@tohukheowch,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285269+00:00,hiatus,False,HIGH_CONFIDENCE
UCFNsc_xre9fXD0-f8kyrUTQ,Sexy Salsa CH,@sexysalsa,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285286+00:00,hiatus,False,HIGH_CONFIDENCE
UCE46-Cb8vr2ra-YAJ7UoOcA,Benny Ch.,@benny7418ch,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285315+00:00,active,False,HIGH_CONFIDENCE
UCEvyDOkcGkzCTo62d9BrhkA,Minami Cera Ch. 【POLYGON】,@ceraplg,Polygon Official,Thai VTuber Ranking; Virtual YouTuber Fandom Wiki,2026-09-06T15:07:31.285373+00:00,active,False,HIGH_CONFIDENCE
UCEXxxuO6GnVJmwqIz9etkKA,Leviana Ch.,@levianach.9171,Independent,Thai VTuber Ranking; Virtual YouTuber Fandom Wiki,2026-09-06T15:07:31.285389+00:00,unknown,False,MEDIUM_CONFIDENCE
UCEbwSVZLmNpdgZPbeFL7chg,kevin TH,@kevinth,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285410+00:00,active,False,HIGH_CONFIDENCE
UCF19DHmsDiaB3P3Cbpdp14g,ChouxCream シュークリーム,@chouxcreamii,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285492+00:00,active,False,MEDIUM_CONFIDENCE
UCDhUZlrVbcdvac4SRLi3tXA,Shiro11,@shiro11c,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285555+00:00,active,False,HIGH_CONFIDENCE
UCER-4jqj3kUgY36i3FPAtJA,Tantaros,@tanthetantaros,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285583+00:00,active,False,HIGH_CONFIDENCE
UCDgptjggm1YvNSn7GQ19sEA,Lord Cha Zele Ch. ◤Graduation◢,@zelechavtp,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285609+00:00,hiatus,True,HIGH_CONFIDENCE
UCEZZl5ozactQATI4iIx2mOg,Maiyara 【21PM】,@maiyara_21pm,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285668+00:00,active,False,HIGH_CONFIDENCE
UCDcMQuBXmp3NByn3wD5lZog,Yw Vynter,@ywvynter,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285736+00:00,hiatus,False,HIGH_CONFIDENCE
UCEQ28ZgkC47h0jG8CWN_V2Q,TANTAN,@tanehasol,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285787+00:00,active,False,HIGH_CONFIDENCE
UCEZl6aWM_c93GHtB12UfxNA,SICXERZ : CORE Ch.,@sicxerz,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285805+00:00,active,True,MEDIUM_CONFIDENCE
UCFVbcS05rXwR7iLPl2K82Kw,SoLRuN Ch.,@nanatsukisolrun,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285843+00:00,active,False,MEDIUM_CONFIDENCE
UCyTfmwqdhzlv9YD6-vmz2tQ,Biru [ビール],@biru101,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285899+00:00,active,False,HIGH_CONFIDENCE
UCxsyPoIG4fruqHyq91UwIMQ,NICHA Ch. 【SSR】,@nicha_ssr,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285973+00:00,active,False,MEDIUM_CONFIDENCE
UCxk5wi2uWUh2hVlTuP7dW4A,A la Charmine,@alacharmine,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.285989+00:00,hiatus,False,MEDIUM_CONFIDENCE
UCxLMvBlryxSsteqI9L8RmZg,NEBUEL | VTUBER,@nebuel-v,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286012+00:00,hiatus,True,HIGH_CONFIDENCE
UCxvd3oONCAAlvj5E6sbniuQ,xElizia,@xelizia8050,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286049+00:00,active,False,HIGH_CONFIDENCE
UCyA1KEXjcq2za_bsJp9KmZQ,RAF4EL,@raf4el,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286068+00:00,active,True,MEDIUM_CONFIDENCE
UCxcmm1lpyL1Z3o7SgPAM1nw,Haori Circinus Ch.,@haori_circinus,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286092+00:00,active,False,HIGH_CONFIDENCE
UCyBovYeA-FnqRz8sigBql8w,Nomu | Live2D,@nomuvtuber,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286108+00:00,hiatus,False,MEDIUM_CONFIDENCE
UCwv0DTchQQhKo7-C0VPu9yA,Nora Vanadiz 「univirsual」,@noravanadiz,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286139+00:00,active,False,HIGH_CONFIDENCE
UCyXcXkTe7XZYGvX7A3_f3Jw,ONOMIL Ch.,@onomil,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286192+00:00,active,False,HIGH_CONFIDENCE
UCyJplWD3_LWpNMOOkiVVurg,DEV Ch.【ARP】,@dev_arp,Algorhythm Project,Thai VTuber Ranking,2026-09-06T15:07:31.286220+00:00,active,True,HIGH_CONFIDENCE
UCwhHNYldCXfIX6UtRY0VTjw,Seren Channel,@seren_yukihoshi,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286264+00:00,active,False,MEDIUM_CONFIDENCE
UCxMjBu1cPzJpPWmGd0UdUhA,Maylyn Ch.【ARP】,@maylyn_arp,Algorhythm Project,Thai VTuber Ranking,2026-09-06T15:07:31.286310+00:00,active,False,MEDIUM_CONFIDENCE
UCx_2bHOqtU_pUtB62VDRF8Q,G_round,@g_roundv,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286336+00:00,active,False,MEDIUM_CONFIDENCE
UCx0dAEK6I00_Q7l9HJN86bQ,Chika Ch. Flora Project,@chikachfloraproject,Flora Project,Thai VTuber Ranking,2026-09-06T15:07:31.286374+00:00,hiatus,False,HIGH_CONFIDENCE
UCxH2k-7jm1hMVcujrnMMj0A,Ryouta OrcusX Ch.,@ryouta_vpj,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286391+00:00,unknown,True,MEDIUM_CONFIDENCE
UCwV_WXNH4iIvUJIVddjyhbg,RA1NY ⌜VZ⌟,@ra1ny_vz,Virtual Zeven (VZ),Thai VTuber Ranking,2026-09-06T15:07:31.286437+00:00,active,False,HIGH_CONFIDENCE
UCxsvotVZGKCimeSlzK9bSzA,deksammy,@deksammy,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286456+00:00,active,True,HIGH_CONFIDENCE
UCxvs-I90Ta71nqbT62ATU2A,Kuriimu Ch.,@kuriimuch,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286498+00:00,active,False,MEDIUM_CONFIDENCE
UCx_E2v60IowRRNd5nb-4uBQ,Murkiel Ch.,@murkielch,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286539+00:00,active,False,HIGH_CONFIDENCE
UCwUlSrFBV74QvDBE112cibw,Aii MangaPink ch,@aii_mangapinkch,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286575+00:00,active,False,MEDIUM_CONFIDENCE
UCxIaiSqWfGmUoAkcT6A8LAA,Lania Ch『VW』,@laniach,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286606+00:00,hiatus,False,HIGH_CONFIDENCE
UCyVnAtNZMl0S4x6F3msaElg,Makarov ch. 🐺,@makarovch.40k,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286637+00:00,active,False,HIGH_CONFIDENCE
UCxYJqN90g84gIwfCO2bUKLA,Nocturnaz Naar Ch. Pixela-Mystic,@nocturnaznaar,Pixela Project,Thai VTuber Ranking,2026-09-06T15:07:31.286670+00:00,hiatus,False,HIGH_CONFIDENCE
UCyHu19qHV0hFQyK3ZOhtcnA,Nuttiz,@nuttiz,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286719+00:00,active,False,HIGH_CONFIDENCE
UCxLACuzMdL0qGzmXBu1VwJg,Yuusa Ch. 優桜ヨルモ,@yuusayorumo,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286756+00:00,unknown,False,HIGH_CONFIDENCE
UCyPXMeC0RCQPGlImQXmN8xg,Oni Shinkim Ch.【PSM】,@onishinkim,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286799+00:00,active,False,MEDIUM_CONFIDENCE
UCz-_0-a_GPsU1-lrJJfYz7w,Little Lonita ⌜VZ⌟,@lonitach,Virtual Zeven (VZ),Thai VTuber Ranking; Virtual YouTuber Fandom Wiki,2026-09-06T15:07:31.286847+00:00,active,False,MEDIUM_CONFIDENCE
UCxWsr2bxzcNitGtnPk9hRbQ,StellarParticle,@stellarparticle,Algorhythm Project,Thai VTuber Ranking,2026-09-06T15:07:31.286862+00:00,hiatus,False,MEDIUM_CONFIDENCE
UCyZOcyIIrCmWMWlZCbPL9kw,ไดได ⨳ECR⨳,@ravia_d_princisia,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286909+00:00,active,False,HIGH_CONFIDENCE
UCxaiTOKjBqy0b9am_EGvexA,HoshinoKuroi Ch.,@hoshinokuroi440,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.286984+00:00,active,False,HIGH_CONFIDENCE
UCz8nJz2tNY6dbNiQ0JlZnnw,Rayan ch.【FIXIX VT】,@rayanch.fixixvt,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.287004+00:00,hiatus,False,MEDIUM_CONFIDENCE
UCyjuanhJSwS5h6edhGKmMbQ,Julius Kosmolatria Ch.,@julius_kosmolatria,Independent,Thai VTuber Ranking; Virtual YouTuber Fandom Wiki,2026-09-06T15:07:31.287096+00:00,active,False,HIGH_CONFIDENCE
UCxI2vEES81ViqI4xs7dnsnA,I'Shida,@ishida7489,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.287140+00:00,hiatus,False,MEDIUM_CONFIDENCE
UCwtyxO7B0xIv3XdtSvdnYgQ,Aoi Crescent Ch.,@aoicrescent,Independent,Thai VTuber Ranking; Virtual YouTuber Fandom Wiki,2026-09-06T15:07:31.287209+00:00,active,True,HIGH_CONFIDENCE
UCx1g_QQFax29m6z1UXLTI3g,Fiatake,@fiatake1311,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.287256+00:00,active,True,HIGH_CONFIDENCE
UCysbx8fVJc92SL4KtsakA8Q,CHACHACHALICE,@chachachalice,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.287309+00:00,hiatus,False,MEDIUM_CONFIDENCE
UCxnehbcB4sU8tjcfRsKxqGw,Lana Vtuber,@lanach_lh,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.287336+00:00,hiatus,False,HIGH_CONFIDENCE
UCydCZ9HbM9TbvXwsoI8rSdQ,QDM. Nora 『VW』,@qdmnora,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.287389+00:00,active,False,MEDIUM_CONFIDENCE
UCxhTc8KCXqpWtvpBqx_Yi8g,Seijo Ch.,@seijoch,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.287415+00:00,active,False,HIGH_CONFIDENCE
UCyMsZpmjEnQxpem3QEJ1G4Q,Arisa อาริสาและภาษาญี่ปุ่น,@arisa6033,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.287482+00:00,hiatus,False,HIGH_CONFIDENCE
UCxn_EkDl0yi45LN2H00ddiQ,SEO A XAY,@seoaxay,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.287554+00:00,active,True,HIGH_CONFIDENCE
UCyHbGgiIiuzrZUX-VKVsmcw,MIINA Ch.,@miina_manii,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.287582+00:00,active,False,MEDIUM_CONFIDENCE
UCxfx5BudsoFOV-TLl0RdFNw,ChaoPlaThong,@chaoplathong,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.287639+00:00,active,True,HIGH_CONFIDENCE
UCw_7F4A38u-T_craqX6_OpQ,LINCKIA Ch.,@linckia_idyp,Independent,Thai VTuber Ranking,2026-09-06T15:07:31.287692+00:00,active,False,MEDIUM_CONFIDENCE
